Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors,Location
 Mạc Đăng Doanh,Hòa Xuân,cẩm lệ,-0.301588811,0.331876499,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,3,"16.05069,108.17914"
 Phạm Xuân Ẩn,Hòa Xuân,cẩm lệ,-0.419592645,0.331876499,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,2,"16.018268,108.210969"
 Núi Thành,Hòa Cường Bắc,hải châu,1.846540336,0.061022648,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,0.752026615,1.237458514,4,"16.03194,108.22279"
 Hà Bồng,Hòa Xuân,cẩm lệ,-0.001883917,-1.640916752,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,3,"16.0211,108.20662"
 Hòa An 8,Hòa An,cẩm lệ,-0.062431679,0.353319904,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,0.884977334,2,"16.05876,108.17509"
 Nại Hiên Đông 16,Nại Hiên Đông,sơn trà,-0.594973102,0.717857787,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,1.378450986,2,"16.09734,108.2301"
 Mạc Cửu,Khuê Mỹ,ngũ hành sơn,0.188171989,0.331876499,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,2,"16.02598,108.24149"
 Hải Phòng,Chính Gián,thanh khê,-0.822410833,-0.826067366,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.595443624,3,"16.07085,108.20893"
 Trần Tống,Vĩnh Trung,thanh khê,-0.339758339,-0.675963532,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,-0.736436097,2,"16.05878,108.21169"
 Bùi Viện,Hòa Cường Nam,hải châu,0.562836713,1.189612695,Không,Nhà mặt tiền,Giấy tờ hợp lệ,0.752026615,0.250511209,2,"16.03097,108.2322"
 Khúc Hạo,Nại Hiên Đông,sơn trà,0.260688898,0.867961621,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,1.237458514,2,"16.0935,108.23171"
 Dương Vân Nga,Nại Hiên Đông,sơn trà,0.041573188,0.331876499,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,2,"16.09172,108.23162"
 Trần Sâm,Nại Hiên Đông,sơn trà,0.963634763,2.04734889,Không,Nhà mặt tiền,Giấy tờ hợp lệ,1.509933313,0.250511209,3,"16.10409,108.26157"
 Hồ Hán Thương,Nại Hiên Đông,sơn trà,0.471802797,0.331876499,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,4,"16.09272,108.23016"
 Hùng Vương,Vĩnh Trung,thanh khê,-0.504484782,-0.890397581,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.736436097,5,"16.06689,108.21214"
 Điện Biên Phủ,Chính Gián,thanh khê,-0.571793983,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,3,"16.06715,108.196"
 Đinh Tiên Hoàng,Thanh Bình,hải châu,-0.618540301,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,-1.018421041,3,"16.07507,108.20968"
 Nguyễn Văn Linh,Nam Dương,hải châu,0.412882108,-0.633076722,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,4,"16.06072,108.21685"
 Tiểu La,Hòa Cường Bắc,hải châu,-0.549445116,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,4,"16.04649,108.22182"
 Hoàng Hoa Thám,Tân Chính,thanh khê,-0.461374598,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.454451152,3,"16.06942,108.20977"
 Hà Huy Tập,Hòa Khê,thanh khê,-0.822410833,-0.354312458,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,0.109518737,2,"16.0704,108.19171"
 Lê Độ,Chính Gián,thanh khê,-0.935923219,-0.890397581,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.877428569,3,"16.07062,108.20136"
 Hoàng Diệu,Nam Dương,hải châu,-0.647348158,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,3,"16.05467,108.21737"
 Hải Phòng,Chính Gián,thanh khê,-0.965669613,-0.225652029,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.373073266,-0.736436097,2,"16.07085,108.20893"
 Điện Biên Phủ,Chính Gián,thanh khê,-0.508871487,-0.525859697,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.172466208,3,"16.06715,108.196"
 Lý Tự Trọng,Hải Châu I,hải châu,-0.210839943,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,4,"16.07853,108.21389"
 Bàu Hạc,Vĩnh Trung,thanh khê,-1.103723409,-0.93328439,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.736436097,3,"16.06281,108.21376"
 Trần Cao Vân,Tam Thuận,thanh khê,-0.176285929,-0.289982243,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.031473736,3,"16.0738,108.20758"
 Cù Chính Lan,Hòa Khê,thanh khê,-1.261989845,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,2,"16.0714016,108.19120789"
 Hà Huy Tập,Hòa Khê,thanh khê,0.974592877,-0.204208624,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,-0.172466208,3,"16.0704,108.19171"
 Lê Vĩnh Huy,Hòa Cường Bắc,hải châu,-0.77930069,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,3,"16.04431,108.21926"
 Núi Thành,Hòa Thuận Đông,hải châu,-0.359269481,-0.633076722,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.736436097,4,"16.03194,108.22279"
 Đỗ Quang,Vĩnh Trung,thanh khê,-1.163838836,-0.654520127,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,-1.018421041,2,"16.06012,108.21207"
 Trần Cao Vân,Xuân Hà,thanh khê,1.02723191,0.439093523,Không,Nhà mặt tiền,Giấy tờ hợp lệ,0.221491926,-0.172466208,3,"16.0738,108.20758"
 Lê Duẩn,Thạc Gián,thanh khê,-1.931643321,-0.096991599,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.031473736,1,"16.06965,108.2106"
 Nguyễn Quý Đức,Khuê Trung,cẩm lệ,-0.383070839,0.331876499,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,2,"16.01761,108.20814"
 An Thượng 12,Mỹ An,ngũ hành sơn,-0.795320814,-0.954727795,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.763786782,-0.877428569,1,"16.04766,108.24232"
 Hồ Biểu Chánh,Hòa Cường Bắc,hải châu,-0.339758339,-0.204208624,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.763786782,0.250511209,2,"16.03502,108.21987"
 Cẩm Bắc 10,Hòa Phát,cẩm lệ,-0.906740864,-0.204208624,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,-0.031473736,2,"16.00879,108.1991"
 Phong Bắc 10,Hòa Thọ Đông,cẩm lệ,-0.795320814,0.331876499,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,2,"16.00879,108.1991"
 Đa Mặn 2,Khuê Mỹ,ngũ hành sơn,-0.571793983,0.11744245,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.250511209,2,"16.02124,108.25063"
 Nguyễn Minh Không,Hòa Minh,liên chiểu,-0.666881741,0.11744245,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.250511209,3,"16.05254,108.1661"
 Phú Lộc 7,Hòa Minh,liên chiểu,-0.906740864,-0.204208624,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,-0.172466208,2,"16.07543,108.1702"
 Nại Nghĩa 1,Nại Hiên Đông,sơn trà,-1.026926561,-0.504416292,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.195356758,-0.595443624,2,"16.08634,108.23068"
 Nại Nghĩa 6,Nại Hiên Đông,sơn trà,-1.191288789,-0.504416292,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.195356758,-0.595443624,2,"16.08468,108.2306"
 Đoàn Nguyễn Thục,Khuê Trung,cẩm lệ,-0.965669613,-0.096991599,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.005880084,-0.454451152,2,"16.01926,108.19675"
 Đô Đốc Tuyết,Hòa Xuân,cẩm lệ,-0.822410833,0.246102879,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.419702175,2,"15.99456,108.21192"
 An Thượng 38,Mỹ An,ngũ hành sơn,0.692553106,-0.525859697,Không,Nhà mặt tiền,Không có,-0.384833433,-0.31345868,4,"16.04689,108.24197"
 Nguyễn Phước Nguyên,Hòa Khê,thanh khê,-0.716908071,-1.06194482,Không,Nhà mặt tiền,Giấy tờ hợp lệ,0.373073266,-1.58239093,4,"16.05452,108.18347"
 Đô Đốc Tuyết,Hòa Xuân,cẩm lệ,-0.691678415,0.246102879,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.391503681,2,"15.99456,108.21192"
 Phú Lộc 7,Hòa Minh,liên chiểu,-0.906740864,-0.204208624,Không,Nhà mặt tiền,Không có,-0.384833433,-0.172466208,2,"16.07543,108.1702"
 Tô Hiến Thành,Phước Mỹ,sơn trà,0.545297109,-0.311425648,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,-0.172466208,5,"16.06028,108.24304"
 Nguyễn Đức Cảnh,Thuận Phước,hải châu,-0.031772946,-0.525859697,Không,Nhà mặt tiền,Không có,-0.574310107,-0.454451152,4,"16.08926,108.21863"
 Tôn Đản,Hòa An,cẩm lệ,-0.309133614,0.460536928,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.271147428,0.532496153,3,"16.04509,108.18114"
 Vũ Lăng,Hòa An,cẩm lệ,-1.373992627,-0.525859697,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.763786782,-0.172466208,1,"15.97871,108.21611"
 Cẩm Bắc 9,Hòa Phát,cẩm lệ,-0.906740864,-0.204208624,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,0.109518737,2,"16.01876,108.19498"
 Đồng Xoài,Hòa Minh,liên chiểu,-0.126190251,0.867961621,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,1.237458514,3,"16.08053655,108.1579089"
 Nguyễn Phước Nguyên,Hòa Khê,thanh khê,-0.166103373,-0.096991599,Không,Nhà mặt tiền,Không có,-0.384833433,-0.031473736,3,"16.05452,108.18347"
 Cẩm Bắc 10,Hòa Phát,cẩm lệ,0.260688898,1.854358246,Không,Nhà mặt tiền,Giấy tờ hợp lệ,1.282561304,0.306908198,2,"16.00879,108.1991"
 Hoàng Diệu,Nam Dương,hải châu,-0.716908071,-0.633076722,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.736436097,3,"16.05467,108.21737"
 Lê Đình Kỵ,Hòa An,cẩm lệ,-1.157047995,-0.311425648,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.031473736,2,"15.98835,108.21604"
 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,-0.210839943,0.010225425,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,0.109518737,2,"16.05375,108.21903"
 Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,-1.535714738,-0.289982243,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.031473736,2,"16.01108,108.19622"
 Nguyễn Phước Nguyên,Hòa Khê,thanh khê,-1.761051428,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,2,"16.05452,108.18347"
 Phan Châu Trinh,Hải Châu I,hải châu,-1.71369884,-0.718850341,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.454451152,2,"16.05775,108.21896"
 Nguyễn Văn Huề,Thanh Khê Đông,thanh khê,-1.62251264,-0.418642673,Không,Nhà trong hẻm,Giấy tờ hợp lệ,1.130979964,-1.159413513,2,"16.06914,108.17667"
 Hải Phòng,Tân Chính,thanh khê,-1.298502465,-0.847510771,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,-1.159413513,2,"16.07085,108.20893"
 Tôn Đức Thắng,Hòa Minh,liên chiểu,-1.910759412,-0.139878409,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.172466208,2,"16.07067,108.15084"
 Tôn Đức Thắng,Hòa Minh,liên chiểu,-1.226260888,-0.525859697,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.454451152,2,"16.07067,108.15084"
 Trần Cao Vân,Xuân Hà,thanh khê,-1.09066392,0.010225425,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,0.814481098,2,"16.0738,108.20758"
 Nguyễn Đình Tứ,Hòa Minh,liên chiểu,-1.578586691,0.331876499,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,0.532496153,2,"16.04884,108.17124"
 Phạm Như Xương,Hòa Khánh Nam,liên chiểu,-1.71369884,0.331876499,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.02574671,-1.300405985,2,"16.06383,108.14822"
 Hà Tông Quyền,Khuê Trung,cẩm lệ,-1.535714738,0.331876499,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,0.532496153,2,"16.0211,108.20662"
 Hùng Vương,Vĩnh Trung,thanh khê,-1.80964305,-0.204208624,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.536414772,-0.031473736,2,"16.06689,108.21214"
 Lý Tự Trọng,Thanh Bình,hải châu,-1.026926561,-0.096991599,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.031473736,1,"16.07853,108.21389"
 Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,-1.71369884,-1.640916752,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,0.109518737,2,"16.05849,108.15735"
 Tôn Đản,Hòa An,cẩm lệ,-1.226260888,-0.096991599,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.373073266,-0.595443624,3,"16.04509,108.18114"
 Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,-1.535714738,0.760744597,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,0.532496153,1,"16.05849,108.15735"
 Nguyễn Duy Trinh,Hòa Hải,ngũ hành sơn,-1.761051428,-0.633076722,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,1,"15.99029,108.26711"
 Bắc Đẩu,Thanh Bình,hải châu,-1.452973948,-1.06194482,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-1.018421041,3,"16.07666,108.2099"
 Cô Giang,Phước Ninh,hải châu,-1.335826877,-1.06194482,Không,Nhà trong hẻm,Không có,-0.763786782,-1.018421041,3,"16.062,108.2217"
 Đào Sư Tích,Hòa Minh,liên chiểu,-0.850000701,0.11744245,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,0.250511209,2,"16.05359,108.16691"
 Hà Huy Tập,Hòa Khê,thanh khê,-1.535714738,-0.311425648,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.172466208,2,"16.0704,108.19171"
 Lê Duẩn,Tân Chính,thanh khê,-0.935923219,-0.311425648,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.172466208,2,"16.06965,108.2106"
 Hà Huy Tập,Hòa Khê,thanh khê,-1.80964305,-0.525859697,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.172466208,2,"16.0704,108.19171"
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,-0.526559495,0.331876499,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,0.814481098,2,"16.03954,108.21035"
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,-1.667535063,-0.161321814,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,-0.454451152,2,"16.06024,108.18557"
 Ông Ích Khiêm,Thanh Bình,hải châu,-1.058475144,-0.633076722,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.454451152,3,"16.07838,108.21186"
 Phó Đức Chính,Mân Thái,sơn trà,-0.301588811,-0.525859697,Không,Nhà trong hẻm,Giấy tờ hợp lệ,2.267840011,0.814481098,2,"16.08276,108.23979"
 Phan Tứ,Mỹ An,ngũ hành sơn,0.137035034,-0.504416292,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.454451152,5,"16.04607,108.24456"
 Cao Sơn Pháo,Hòa An,cẩm lệ,-0.54899273,-0.504416292,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.005880084,-0.877428569,3,"16.05783,108.17572"
 Cẩm Bắc 10,Hòa Phát,cẩm lệ,0.260688898,1.854358246,Không,Nhà mặt tiền,Giấy tờ hợp lệ,1.282561304,0.306908198,2,"16.00879,108.1991"
 Trung Lương 7,Hòa Xuân,cẩm lệ,-0.691678415,0.546310548,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.814481098,2,"15.99763,108.21394"
 Bùi Hữu Nghĩa,Phước Mỹ,sơn trà,-0.228479697,-0.397199268,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,-0.172466208,1,"16.06569,108.24129"
 An Thượng 18,Mỹ An,ngũ hành sơn,0.055706269,-0.204208624,Không,Nhà mặt tiền,Giấy tờ hợp lệ,0.069910586,-0.595443624,2,"16.04836,108.24055"
 Lê Ngô Cát,Tân Chính,thanh khê,-1.026926561,0.061022648,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.953263456,-1.300405985,3,"16.06834,108.21236"
 Bình Thái 4,Khuê Trung,cẩm lệ,-1.026926561,0.11744245,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.250511209,2,"16.01393,108.20296"
 Nguyễn Thuật,Hòa An,cẩm lệ,-0.850000701,0.867961621,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,10.18383782,2,"16.0521,108.17708"
 Đà Sơn,Hòa Khánh Nam,liên chiểu,-0.965669613,-0.289982243,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.31345868,3,"16.04963,108.15547"
 Tôn Đản,Hòa An,cẩm lệ,-1.80964305,-0.204208624,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.172466208,1,"16.04509,108.18114"
 Thanh Lương 21,Hòa Xuân,cẩm lệ,-0.210839943,0.331876499,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,3,"16.02157,108.20994"
 Yên Khê 2,Thanh Khê Đông,thanh khê,-0.642506179,-0.847510771,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,-1.018421041,3,"16.0714016,108.19120789"
 Tiểu La,Hòa Cường Bắc,hải châu,-0.618540301,-0.311425648,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.752026615,-1.018421041,2,"16.04649,108.22182"
 Cù Chính Lan,Hòa Khê,thanh khê,-0.691678415,-0.418642673,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.687996112,-0.031473736,2,"16.0714016,108.19120789"
 Hàn Mạc Tử,Thuận Phước,hải châu,-1.452973948,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.595443624,2,"16.08542,108.21743"
 Núi Thành,Hòa Cường Bắc,hải châu,-0.001883917,1.618480793,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.195356758,1.801428403,2,"16.03194,108.22279"
 Trần Ngọc Sương,Hòa Thọ Đông,cẩm lệ,-1.62251264,0.010225425,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.069910586,-0.101969972,2,"16.00612,108.19334"
 Hoàng Diệu,Nam Dương,hải châu,-1.62251264,-0.633076722,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.612205442,-0.595443624,3,"16.05467,108.21737"
 Lê Độ,Chính Gián,thanh khê,-1.62251264,-0.633076722,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.736436097,2,"16.07062,108.20136"
 Nguyễn Văn Thoại,Khuê Mỹ,ngũ hành sơn,-0.093892632,0.975178646,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.195356758,1.096466042,2,"16.05129,108.24253"
 Phước Tường 11 Phước Tường 11,Hòa An,cẩm lệ,-1.578586691,0.546310548,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.183596591,0.109518737,2,"16.02202,108.20298"
 Trần Xuân Lê,Hòa Khê,thanh khê,-1.103723409,0.11744245,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.069910586,-0.736436097,2,"16.059,108.18735"
 Nguyễn Phước Nguyên,Hòa Khê,thanh khê,-1.578586691,-0.440086078,Không,Nhà trong hẻm,Không có,-0.384833433,-0.454451152,2,"16.05452,108.18347"
 Tiểu La,Hòa Cường Bắc,hải châu,-1.535714738,-0.289982243,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.107805921,-0.454451152,2,"16.04649,108.22182"
 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,-1.373992627,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.454451152,2,"16.05375,108.21903"
 Lê Đình Lý,Vĩnh Trung,thanh khê,-1.535714738,-0.954727795,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-1.018421041,1,"16.05515,108.21073"
 Cách Mạng Tháng 8,Hòa Thọ Đông,cẩm lệ,-1.761051428,-0.075548194,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,0.250511209,1,"16.0215783,108.21282"
 Núi Thành,Hòa Thuận Đông,hải châu,-0.339758339,-0.568746507,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.454451152,3,"16.03194,108.22279"
 Lương Thế Vinh,An Hải Đông,sơn trà,-1.578586691,-0.954727795,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.877428569,3,"16.06336,108.236"
 Văn Cao,Thạc Gián,thanh khê,-0.74258305,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,3,"16.06434,108.20957"
 Lê Cơ,Hòa Cường Bắc,hải châu,-1.103723409,-0.525859697,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.595443624,3,"16.04241,108.21996"
 Lâm Hoành,Phước Mỹ,sơn trà,-0.461374598,-0.311425648,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.172466208,3,"16.06168,108.24547"
 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,-1.026926561,0.11744245,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,0.814481098,2,"16.05375,108.21903"
 Hải Phòng,Tân Chính,hải châu,-1.298502465,-0.847510771,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,-1.159413513,2,"16.07198,108.21543"
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,-0.504484782,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.195356758,-1.018421041,3,"16.06024,108.18557"
 Trung Lương,Hòa Xuân,cẩm lệ,-0.691678415,0.546310548,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.814481098,2,"16.00142,108.21824"
 Nguyễn Duy Trinh,Hòa Hải,ngũ hành sơn,-1.761051428,-0.525859697,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.595443624,2,"15.99029,108.26711"
 Ngô Quyền,Mân Thái,sơn trà,-1.71369884,-0.311425648,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.195356758,-0.595443624,1,"16.09631,108.24529"
 Đồng Kè,Hòa Khánh Bắc,liên chiểu,-0.228479697,1.382603339,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.119566088,1.434847975,2,"16.07284,108.14639"
 Lê Chân,An Hải Bắc,sơn trà,-0.109934626,0.11744245,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,0.532496153,2,"16.0907,108.23871"
 Phú Lộc 1,Hòa Minh,liên chiểu,-0.176285929,-0.161321814,Đông Bắc,Nhà mặt tiền,Không có,-0.574310107,0.109518737,3,"16.07516,108.16778"
 Ngô Văn Sở,Hòa Khánh Bắc,liên chiểu,0.692553106,0.696414382,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,1.025969806,1,"16.06828,108.14927"
 Tống Duy Tân,Hòa Minh,liên chiểu,0.722323389,-0.954727795,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,1.509933313,1.096466042,1,"16.05959,108.16943"
 Hồ Quý Ly,Hòa Minh,liên chiểu,0.306464744,0.224659474,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.391503681,3,"16.07325,108.1703"
 Mân Quang 7,Thọ Quang,sơn trà,-0.126190251,-0.204208624,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,-0.172466208,3,"16.09356,108.24299"
 Nguyễn Thị Ba,Nại Hiên Đông,sơn trà,-0.526559495,0.010225425,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.109518737,2,"16.09463,108.23048"
 Giáp Hải,Nại Hiên Đông,sơn trà,-0.666881741,-0.204208624,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,-0.172466208,2,"16.09027,108.23827"
 Lê Chân,Nại Hiên Đông,sơn trà,-0.26451249,0.11744245,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,0.532496153,2,"16.0907,108.23871"
 Nguyễn Trung Trực,An Hải Bắc,sơn trà,0.471802797,0.353319904,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.574793895,1,"16.08582,108.22967"
 Nguyễn Duy Hiệu,Nại Hiên Đông,sơn trà,0.110565341,-0.633076722,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,0.069910586,-1.046619536,1,"16.05584,108.23943"
 Lê Chân,An Hải Bắc,sơn trà,-0.031772946,-0.096991599,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.250511209,2,"16.0907,108.23871"
 Nguyễn Thúy,Hòa Minh,liên chiểu,-0.031772946,0.010225425,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,0.391503681,3,"16.08218,108.16009"
 An Hải Bắc 8,An Hải Bắc,sơn trà,-0.795320814,-1.705246967,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,-0.763786782,-0.454451152,1,"16.0805,108.2311"
 Nại Hiên Đông 5,Nại Hiên Đông,sơn trà,-0.379074077,-1.662360157,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.763786782,0.250511209,2,"16.09344,108.23326"
 Phú Lộc 1,Hòa Minh,liên chiểu,-0.618540301,-0.161321814,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,0.109518737,2,"16.07516,108.16778"
