Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors
 Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,9.5,14.0,Không,True,False,5.8,43.0,1
 Lê Duẩn,Tân Chính,thanh khê,20.0,59.0,Không,True,True,5.5,11.0,3
 Chi Lăng,Hải Châu II,hải châu,24.5,125.0,Không,True,True,5.0,22.0,6
 Nguyễn Văn Siêu,An Hải Tây,sơn trà,6.5,76.0,Không,True,False,4.5,17.0,2
 Nguyễn Xuân Khoát,An Hải Bắc,sơn trà,17.5,100.0,Không,True,False,5.0,20.0,8
 Lý Tự Trọng,Thanh Bình,hải châu,7.2,68.0,Không,True,False,4.5,15.3,4
 Lê Thanh Nghị,Hòa Cường Nam,hải châu,11.0,71.0,Không,True,False,5.0,14.0,3
 Thanh Thủy,Thanh Bình,hải châu,12.0,110.0,Không,True,False,11.0,10.0,2
 Nguyễn Công Trứ,Thọ Quang,sơn trà,13.5,146.0,Không,True,False,6.6,22.5,2
 Lý Thái Tông,Thanh Khê Tây,thanh khê,9.0,100.0,Không,True,False,5.0,20.0,3
 Huỳnh Tấn Phát,Hòa Cường Nam,hải châu,11.5,10.0,Không,True,False,5.0,20.0,3
 Hà Chương,Phước Mỹ,sơn trà,42.0,190.0,Không,True,False,10.0,19.0,1
 Cao Xuân Dục,Thuận Phước,hải châu,8.3,65.0,Không,True,False,4.5,14.5,5
 Lê Duẩn,Tân Chính,thanh khê,20.0,59.0,Không,True,False,5.4,11.0,3
 Bế Văn Đàn,Chính Gián,thanh khê,5.95,86.0,Không,True,False,5.0,15.0,3
 Phan Thanh,Thạc Gián,thanh khê,9.8,50.0,Không,True,False,4.0,12.5,3
 Phan Châu Trinh,Hải Châu I,hải châu,20.0,126.0,Không,True,False,5.45,24.0,3
 Huy Cận,Hòa Cường Nam,hải châu,5.6,70.0,Không,True,False,5.0,14.0,3
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,17.0,100.0,Không,True,False,7.0,15.0,2
 Nguyễn Cư Trinh,Hòa Cường Bắc,hải châu,13.0,146.0,Không,True,False,8.8,18.0,3
 Nguyễn Đổng Chi,Hòa Cường Bắc,hải châu,7.5,80.0,Không,True,False,5.0,16.0,3
 An Thượng 1,Mỹ An,ngũ hành sơn,16.5,80.0,Không,True,False,5.0,16.0,3
 Nguyễn Tất Thành,Tam Thuận,thanh khê,30.0,50.0,Không,True,True,10.0,25.0,4
 Nguyễn Phong Sắc,Khuê Trung,cẩm lệ,6.4,90.0,Không,True,False,5.0,18.0,1
 Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,38.0,30.0,Không,True,False,10.0,23.0,5
 Điện Biên Phủ,Hòa Khê,thanh khê,25.0,310.0,Không,True,False,10.0,23.0,2
 Lương Ngọc Quyến,Thanh Bình,hải châu,12.9,140.0,Không,True,False,4.5,30.0,2
 Lê Lợi,Thạch Thang,hải châu,13.5,65.0,Không,True,False,7.1,10.0,3
 Thanh Thủy,Thanh Bình,hải châu,7.3,60.0,Không,True,False,5.0,12.0,3
 Tiên Sơn 10,Hòa Cường Nam,hải châu,13.5,180.0,Không,True,False,6.0,30.0,4
 Hoài Thanh,Mỹ An,ngũ hành sơn,6.1,80.0,Không,True,False,5.0,18.0,2
 Nguyễn Hoàng,Bình Hiên,hải châu,16.5,171.0,Không,True,False,8.1,19.0,1
 Huỳnh Lý,Thuận Phước,hải châu,3.95,56.0,Không,True,False,4.0,14.0,2
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,29.0,4.0,Không,True,False,7.7,24.5,6
 Hoàng Xuân Hãn,Khuê Trung,cẩm lệ,27.0,395.0,Không,True,False,20.0,20.0,3
 Khánh An 2,Hòa Khánh Nam,liên chiểu,6.5,160.0,Không,True,False,8.0,20.0,3
 Chương Dương,Khuê Mỹ,ngũ hành sơn,15.0,19.0,Không,True,False,10.0,19.2,2
 Phan Văn Trị,Khuê Trung,cẩm lệ,15.0,5.0,Không,True,False,14.3,18.0,2
 Ngô Tất Tố,Hòa Cường Bắc,hải châu,8.0,78.0,Không,True,False,4.5,17.5,3
 Nguyễn Thành Ý,Hòa Cường Nam,hải châu,5.4,76.0,Không,True,False,4.0,17.0,3
 Hàm Nghi,Vĩnh Trung,thanh khê,16.7,60.0,Không,True,False,5.0,12.0,3
 Xô Viết Nghệ Tĩnh,Khuê Trung,cẩm lệ,16.0,150.0,Không,True,False,5.0,30.0,2
 Mẹ Nhu,Thanh Khê Tây,thanh khê,6.5,110.0,Không,True,False,5.0,22.0,3
 Bế Văn Đàn,Chính Gián,thanh khê,6.1,75.0,Không,True,False,5.0,15.0,3
 Hàn Thuyên,Hòa Cường Bắc,hải châu,11.0,11.0,Không,True,False,5.0,22.5,5
 Nguyễn Như Hạnh,Hòa Minh,liên chiểu,5.0,10.0,Không,True,False,8.0,13.5,2
 Nguyễn Biểu,Hòa Khê,thanh khê,4.7,81.0,Không,True,False,4.5,18.0,2
 Cần Giuộc,Hòa Khê,thanh khê,7.2,105.0,Không,True,False,5.0,21.0,3
 Phan Đăng Lưu,Hòa Cường Bắc,hải châu,14.75,100.0,Không,True,False,5.0,20.0,3
 Huỳnh Ngọc Huệ,An Khê,thanh khê,8.7,126.0,Không,True,False,4.5,28.0,2
 Thanh Lương 21,Hòa Xuân,cẩm lệ,5.895,100.0,Không,True,False,5.0,20.0,4
 Phùng Chí Kiên,Hòa Minh,liên chiểu,5.095,87.0,Không,True,False,5.0,17.5,3
 Nguyễn Sắc Kim,Hòa Xuân,cẩm lệ,5.395,100.0,Không,True,False,5.0,20.0,3
 Phạm Phú Tiết,Khuê Trung,cẩm lệ,7.95,97.0,Không,True,False,5.0,19.5,4
 Lê Anh Xuân,Hòa Cường Nam,hải châu,4.7,68.0,Không,True,False,5.0,14.0,3
 Phạm Cự Lượng,An Hải Đông,sơn trà,8.5,61.0,Không,True,False,4.7,12.8,4
 Lý Triện,An Khê,thanh khê,7.0,81.0,Không,True,False,4.5,18.0,4
 Nguyễn Sơn Hà,Hòa Cường Bắc,hải châu,6.6,85.0,Không,True,False,5.0,17.0,2
 Hải Hồ,Thanh Bình,hải châu,4.9,68.0,Không,False,False,4.5,15.0,2
 Nguyễn Văn Thoại,Phước Mỹ,sơn trà,12.0,16.0,Không,False,False,9.5,17.0,2
 Lê Đình Lý,Vĩnh Trung,thanh khê,6.8,104.0,Không,False,False,5.5,18.5,2
 Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,15.3,138.0,Không,False,False,7.2,17.0,6
 Nguyễn Văn Thoại,An Hải Đông,sơn trà,10.25,168.0,Không,False,False,7.0,24.0,2
 Thi Sách,Hòa Thuận Tây,hải châu,6.2,105.0,Không,False,False,5.0,21.0,3
 Núi Thành,Hòa Cường Bắc,hải châu,3.9,90.0,Không,False,False,5.0,17.78,2
 Trần Cao Vân,Tam Thuận,thanh khê,6.9,140.0,Không,False,False,8.4,16.0,1
 Lê Hữu Trác,An Hải Đông,sơn trà,14.0,55.0,Không,False,False,11.0,23.0,1
 Võ Văn Kiệt,An Hải Đông,sơn trà,5.2,70.0,Không,False,False,5.0,14.0,2
 Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,5.5,100.0,Không,False,False,5.0,10.0,2
 Lý Thái Tổ,Thạc Gián,thanh khê,7.5,111.0,Không,False,False,6.0,16.5,3
 Võ Văn Kiệt,An Hải Tây,sơn trà,5.2,70.0,Không,False,False,5.0,14.0,2
 Lê Duẩn,Hải Châu I,hải châu,6.5,65.0,Không,False,False,5.1,14.0,3
 Đông Giang,An Hải Tây,sơn trà,5.2,70.0,Không,False,False,5.0,14.0,2
 Điện Biên Phủ,Hòa Khê,thanh khê,10.9,100.0,Không,True,True,5.0,20.0,6
 Nguyễn Trung Ngạn,Khuê Trung,cẩm lệ,4.28,90.0,Tây Bắc,True,True,4.06,18.0,2
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,6.5,95.0,Đông Bắc,True,True,5.0,19.0,3
 Bùi Vịnh,Hòa Thọ Đông,cẩm lệ,3.85,100.0,Đông Nam,True,True,5.0,20.0,2
 Đồng Kè,Hòa Khánh Bắc,liên chiểu,5.5,150.0,Tây Nam,True,True,5.0,30.0,1
 Đồng Trí 3,Hòa Khánh Nam,liên chiểu,3.88,90.0,Tây Bắc,True,True,4.5,20.0,2
 Nguyễn Huy Tưởng,Hòa Minh,liên chiểu,3.45,71.0,Đông Nam,False,True,4.5,17.0,2
 Nam Cao,Hòa Khánh Nam,liên chiểu,2.95,117.0,Bắc,False,True,5.0,22.0,1
 Tô Hiệu,Hòa Minh,liên chiểu,2.85,68.0,Tây Nam,False,True,3.3,20.0,2
 Tô Hiệu,Hòa Minh,liên chiểu,2.6,65.0,Đông,False,True,4.0,16.0,2
 Trần Quý Khoách,Hòa Minh,liên chiểu,5.0,90.0,Đông Bắc,True,True,5.0,18.0,3
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,3.2,71.0,Đông Nam,False,True,3.5,20.0,2
 Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,2.85,74.0,Tây Bắc,False,True,4.7,15.7,2
 Tôn Đức Thắng,Hòa Khánh Bắc,liên chiểu,3.6,76.0,Tây Bắc,False,True,4.0,19.0,3
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,2.3,75.0,Đông Bắc,False,True,5.0,15.0,1
 Nguyễn Chánh,Hòa Minh,liên chiểu,2.74,6.0,Tây Nam,False,True,4.0,14.0,2
 Tôn Đản,Hòa An,cẩm lệ,2.35,99.0,Tây Bắc,False,True,5.0,19.0,2
 Nguyễn Huy Tưởng,Hòa Minh,liên chiểu,2.85,86.0,Tây Nam,False,True,4.0,22.0,2
 Bình Thái 4,Hòa Thọ Đông,cẩm lệ,2.85,60.0,Không,True,True,4.0,14.0,2
 Lê Vĩnh Khanh,Hòa An,cẩm lệ,4.2,88.0,Đông Nam,True,True,5.0,17.7,2
 Nguyễn Văn Linh,Hải Châu I,hải châu,11.8,185.0,Không,True,False,92.5,92.5,2
 Núi Thành,Hòa Cường Bắc,hải châu,8.49,109.0,Không,True,False,54.5,54.5,3
 Mai Đăng Chơn,Hòa Quý,ngũ hành sơn,15.0,370.0,Không,True,False,185.0,185.0,3
 Lê Văn Hiến,Hòa Hải,ngũ hành sơn,9.5,190.0,Không,True,False,95.0,95.0,3
 Duy Tân,Hải Châu II,hải châu,11.8,190.0,Không,True,False,95.0,95.0,2
 Trần Nguyên Đán,Hòa Minh,liên chiểu,3.8,100.0,Không,True,False,50.0,50.0,1
 Tiểu La,Hòa Cường Bắc,hải châu,32.0,384.0,Không,True,True,18.0,21.3,3
 Xuân Thiều 14,Hòa Hiệp Nam,liên chiểu,2.6,100.0,Tây Nam,True,True,5.0,20.0,1
 Tống Phước Phổ,Hòa Cường,hải châu,6.4,68.0,Tây,True,True,5.0,13.6,3
 Tiểu La,Hòa Cường,hải châu,15.0,90.0,Bắc,True,True,4.5,20.0,3
 Điện Biên Phủ,Thanh Khê Tây,thanh khê,17.5,100.0,Bắc,True,True,5.0,20.0,3
 265 Kinh Dương Vương,Hòa Minh,liên chiểu,5.7,77.0,Tây Nam,True,True,4.5,17.0,3
 175 Ngô Quyền,Mân Thái,sơn trà,5.3,75.0,Đông Nam,True,True,5.0,15.0,3
 Tô Hiệu,Hòa Minh,liên chiểu,6.2,90.0,Đông Nam,True,True,5.0,18.0,3
 Khu Hà Huy Tập,Hòa Khê,thanh khê,4.95,60.0,Đông Nam,True,True,7.0,8.5,3
 Lý Triện,An Khê,thanh khê,7.6,98.0,Tây Nam,True,True,5.0,19.5,3
 Dương Đức Hiền,Hòa Minh,liên chiểu,4.8,7.0,Đông Bắc,True,True,4.5,16.0,3
 Hoà Minh 22,Hòa Minh,liên chiểu,4.7,7.0,Tây Bắc,True,True,4.5,16.0,3
 Lê Thị Tính,An Khê,thanh khê,4.3,53.0,Đông Bắc,True,True,6.2,8.7,3
 Phú Xuân,Hòa Minh,liên chiểu,5.5,75.0,Tây Bắc,True,True,5.0,15.0,3
 Đồng Trí 1,Hòa Minh,liên chiểu,4.2,90.0,Đông Nam,True,True,4.5,20.0,3
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,5.9,80.0,Đông Bắc,True,True,4.0,20.0,3
 Nguyễn Khang,An Khê,thanh khê,7.2,85.0,Tây,True,True,5.0,17.0,4
 Hoàng Thị Loan,Hòa Minh,liên chiểu,17.2,147.0,Không,True,True,7.0,21.0,5
 Bình Than,Thọ Quang,sơn trà,5.6,75.0,Đông Nam,True,True,5.0,15.0,3
 158 Hoàng Đình Ái,Hòa Xuân,cẩm lệ,5.0,125.0,Đông,True,True,5.0,25.0,2
 Trần Cao Vân,Thanh Khê Đông,thanh khê,13.0,80.0,Đông Nam,True,True,5.0,16.0,3
 Xuân Diệu,Thuận Phước,hải châu,6.5,60.0,Nam,True,True,4.0,15.0,3
 Ngọc Hân,An Hải Tây,sơn trà,13.5,80.0,Tây Bắc,True,True,6.0,13.5,5
 Dương Trí Trạch,An Hải Bắc,sơn trà,8.320953607889361,130.0,Đông,True,True,10.0,13.0,2
 Lê Văn Thịnh,Hòa Minh,liên chiểu,5.18,90.0,Tây Bắc,True,True,5.0,18.0,3
 Đặng Huy Trứ,Hòa Minh,liên chiểu,5.0,90.0,Đông Bắc,True,True,5.0,18.0,3
 Hồ Xuân Hương,Mỹ An,ngũ hành sơn,5.7,100.0,Tây Nam,True,True,5.0,20.0,3
 Nguyễn Như Hạnh,Hòa Minh,liên chiểu,4.3,60.0,Đông,True,True,4.0,15.0,3
 Điện Biên Phủ,Thanh Khê Tây,thanh khê,16.8,8.0,Bắc,True,True,5.0,16.5,3
 Hoàng Thị Loan,Hòa Minh,liên chiểu,5.9,85.0,Tây Nam,True,True,5.0,17.0,3
 Điện Biên Phủ,Thanh Khê Tây,thanh khê,12.0,70.0,Nam,True,True,4.5,15.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,9.0,65.0,Tây Bắc,True,False,4.5,14.5,3
 Hoàng Thị Loan,Hòa Minh,liên chiểu,4.0,61.0,Đông,True,True,4.0,15.25,3
 Nguyễn Phước Lan,Hòa Xuân,cẩm lệ,6.999,100.0,Tây Bắc,True,True,5.0,20.0,3
 Nước Mặn 1,Khuê Mỹ,ngũ hành sơn,5.95,95.0,Tây,True,True,5.0,19.0,3
 Thanh Thủy,Thuận Phước,hải châu,6.9,60.0,Tây,True,True,5.0,12.0,3
 Nguyễn Lữ,Khuê Mỹ,ngũ hành sơn,28.7,70.0,Tây,True,True,15.0,18.0,3
 Trần Kim Xuyến,Hòa Xuân,cẩm lệ,5.5,100.0,Đông Bắc,True,True,5.0,20.0,3
 Nguyễn Mậu Tài,Hòa Xuân,cẩm lệ,6.35,100.0,Tây Nam,True,True,5.0,20.0,3
 Điện Biên Phủ,Chính Gián,thanh khê,54.0,300.0,Bắc,True,True,15.0,20.0,3
 47 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,1.95,40.0,Không,False,True,4.0,10.0,2
 Lê Độ,Xuân Hà,thanh khê,3.95,66.0,Đông,False,True,4.5,14.7,3
 99 Thái Thị Bôi,Chính Gián,thanh khê,3.9,5.0,Đông Nam,False,True,5.2,10.0,3
 Trần Xuân Lê,Hòa Khê,thanh khê,2.88,6.0,Tây Bắc,False,True,4.0,15.5,2
 Tôn Đản,Hòa An,cẩm lệ,2.95,75.0,Tây,False,True,4.0,18.8,3
 Lý Tự Trọng,Thạch Thang,hải châu,5.8,60.0,Tây Nam,False,True,6.0,10.0,3
 Phạm Văn Nghị,Thạc Gián,thanh khê,4.6,60.0,Tây,False,True,4.0,15.0,3
 Phạm Văn Nghị,Vĩnh Trung,thanh khê,4.25,60.0,Tây Nam,False,True,4.0,15.0,3
 K205 Nguyễn Hoàng,Bình Hiên,hải châu,1.89,40.0,Đông,False,True,4.0,10.0,1
 Phạm Nhữ Tăng,Hòa Khê,thanh khê,6.8,81.0,Tây,True,True,4.0,20.25,3
 Nguyễn Như Hạnh,Hòa Minh,liên chiểu,3.55,53.0,Tây,True,True,4.0,13.25,2
 Nguyễn Văn Linh,Phước Ninh,hải châu,2.9,50.0,Đông,False,True,7.0,7.5,2
 814 Trần Cao Vân,Thanh Khê Đông,thanh khê,2.75,50.0,Đông Nam,False,True,4.0,12.5,3
 K100 Triệu Nữ Vương,Hải Châu II,hải châu,4.55,50.0,Đông,False,True,4.0,12.0,3
 186 Điện Biên Phủ,Chính Gián,thanh khê,2.55,4.0,Nam,False,True,3.0,14.0,2
 Điện Biên Phủ,Thanh Khê Tây,thanh khê,4.25,50.0,Tây,False,True,4.0,12.5,4
 Trần Cao Vân,Thanh Khê Đông,thanh khê,2.8,50.0,Đông Nam,False,True,3.0,17.0,3
 Đỗ Quang,Vĩnh Trung,thanh khê,2.99,51.0,Tây,False,True,3.0,17.0,2
 249 Hà Huy Tập,Hòa Khê,thanh khê,2.444,50.0,Đông Nam,False,True,3.0,17.0,2
 361 Hoàng Diệu,Bình Thuận,hải châu,2.9,50.0,Tây,False,True,5.0,10.0,2
 266 Hoàng Diệu,Bình Hiên,hải châu,2.05,35.0,Tây Bắc,False,True,3.0,12.0,2
 Đỗ Quang,Vĩnh Trung,thanh khê,2.95,50.0,Tây,False,True,4.0,12.5,2
 137 Nguyễn Du,Thạch Thang,hải châu,4.35,56.0,Tây,False,True,6.1,9.2,3
 62 Nguyễn Huy Tưởng,Hòa Minh,liên chiểu,2.0,70.0,Nam,False,True,4.0,17.5,1
 Trần Cao Vân,Thanh Khê Tây,thanh khê,2.5,50.0,Đông Bắc,False,True,4.0,12.0,2
 129 Tiểu La,Hòa Cường Bắc,hải châu,4.25,5.0,Đông,False,True,4.3,12.5,3
 69 Nguyễn Phước Nguyên,An Khê,thanh khê,2.85,60.0,Tây Bắc,False,True,4.7,12.5,3
 Điện Biên Phủ,Chính Gián,thanh khê,4.38,60.0,Không,False,True,4.0,15.0,3
 Bình An 7,Hòa Cường,hải châu,3.29,5.0,Đông Nam,False,True,4.0,13.0,2
 Tô Hiệu,Hòa Minh,liên chiểu,3.1,71.0,Nam,False,True,4.7,15.0,2
 569 Hoàng Diệu,Hòa Thuận Đông,hải châu,2.35,40.0,Nam,False,True,4.0,10.0,2
 Nguyễn Huy Tưởng,Hòa Minh,liên chiểu,2.85,86.0,Tây Nam,False,True,4.0,21.5,2
 Tôn Thất Đạm,Xuân Hà,thanh khê,1.27,30.0,Đông,False,True,4.2,7.2,1
 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,1.68,30.0,Đông Nam,False,True,3.0,10.0,2
 Thái Thị Bôi,Chính Gián,thanh khê,2.45,61.0,Đông,False,True,5.6,11.0,1
 407 Lê Duẩn,Thạc Gián,thanh khê,3.25,78.0,Nam,False,True,7.0,11.1,2
 Phần Lăng 7,An Khê,thanh khê,3.1,44.0,Đông Bắc,False,True,4.0,11.0,3
 249 Hà Huy Tập,Hòa Khê,thanh khê,2.67,50.0,Bắc,False,True,5.0,10.0,2
 Tôn Đản,Hòa Phát,cẩm lệ,3.15,64.0,Đông,False,True,4.0,16.0,3
 Tô Hiệu,Hòa Minh,liên chiểu,3.2,13.0,Đông Nam,False,True,4.0,33.0,2
 249/115 Hà Huy Tập,Hòa Khê,thanh khê,3.8,81.0,Đông Nam,False,True,4.0,20.5,2
 Trần Cao Vân,Thạc Gián,thanh khê,1.95,30.0,Nam,False,True,3.0,10.0,2
 300 Hải Phòng,Tam Thuận,thanh khê,3.2,73.0,Nam,False,True,6.8,11.0,2
 408 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,2.45,55.0,Đông,False,True,4.0,13.6,2
 40 Nguyễn Hoàng,Hải Châu II,hải châu,2.98,41.0,Đông,False,True,3.0,14.0,3
 123/83 Cù Chính Lan,Hòa Khê,thanh khê,2.73,50.0,Tây Bắc,False,True,3.0,17.0,3
 282 Hà Huy Tập,Hòa Khê,thanh khê,3.8,70.0,Tây Bắc,False,True,4.0,17.5,3
 282 Hà Huy Tập,Hòa Khê,thanh khê,2.75,50.0,Tây Bắc,False,True,3.0,17.0,2
 Hà Huy Tập,Hòa Khê,thanh khê,4.29,101.0,Đông,False,True,4.0,25.25,3
 Tiểu La,Hòa Cường Bắc,hải châu,4.55,51.0,Tây,False,True,3.7,13.8,3
 77 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,2.97,77.0,Đông,False,True,5.0,15.4,2
 Tôn Đức Thắng,Hòa Minh,liên chiểu,3.7,60.0,Đông Nam,False,True,4.0,15.0,3
 K382 Tôn Đản,Hòa An,cẩm lệ,2.95,120.0,Đông Bắc,False,True,4.0,30.0,2
 Bàu Năng 11,Hòa Minh,liên chiểu,2.68,60.0,Tây Nam,False,False,4.0,15.0,2
 Lê Vĩnh Huy,Hòa Cường Bắc,hải châu,3.5,50.0,Nam,False,True,3.0,17.0,3
 Hoàng Hoa Thám,Thạc Gián,thanh khê,4.2,50.0,Nam,False,True,3.0,17.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,2.95,55.0,Đông,False,True,4.1,13.5,3
 Kiệt 47 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,1.95,40.0,Tây Nam,False,True,4.0,10.0,2
 269 Tôn Đản,Hòa An,cẩm lệ,3.68,10.0,Đông Nam,False,True,5.5,20.0,3
 Cách Mạng Tháng 8,Khuê Trung,cẩm lệ,4.6,100.0,Không,True,False,50.0,50.0,2
 Nguyễn Phước Nguyên,An Khê,thanh khê,3.5,34.0,Tây Nam,True,True,7.0,5.0,3
 Thái Thị Bôi,Hòa Khê,thanh khê,2.45,61.0,Đông,False,True,5.5,11.0,2
 Lê Thạch,Hòa An,cẩm lệ,5.2,90.0,Đông,True,True,4.5,18.0,2
 Phạm Như Xương,Hòa Khánh Nam,liên chiểu,2.87,64.0,Tây Bắc,False,True,4.0,16.0,2
 Phùng Chí Kiên,Hòa Minh,liên chiểu,4.4,75.0,Đông Nam,True,True,5.0,15.0,3
 Phùng Chí Kiên,Hòa Minh,liên chiểu,4.4,87.0,Tây Bắc,True,True,5.0,17.0,3
 Đồng Lợi,An Khê,thanh khê,4.5,70.0,Tây Bắc,True,True,6.0,11.0,3
 Vũ Quỳnh,Thanh Khê Tây,thanh khê,3.6,75.0,Đông Bắc,True,True,5.0,15.0,2
 Lê Độ,Tân Chính,thanh khê,1.95,30.0,Đông Nam,False,True,15.0,15.0,2
 Lý Tự Trọng,Thanh Bình,hải châu,5.4,60.0,Tây,False,True,6.0,10.0,4
 Tôn Đản,Hòa Phát,cẩm lệ,2.25,140.0,Tây Bắc,False,True,4.0,25.0,2
 Trần Cao Vân,Hòa Khê,thanh khê,9.4,81.0,Đông,True,True,4.5,17.8,3
 Nhơn Hòa 18,Hòa Phát,cẩm lệ,2.79,100.0,Tây Bắc,True,True,4.0,25.0,2
 Lý Thái Tông,Hòa Minh,liên chiểu,10.0,125.0,Tây Bắc,True,True,5.0,25.0,2
 Mai Xuân Thưởng,Hòa Khê,thanh khê,5.5,83.0,Tây,True,True,7.0,12.0,2
 Phú Lộc 1,Hòa Minh,liên chiểu,4.95,77.0,Đông Bắc,True,False,5.0,16.0,3
 Trần Quý Khoách,Hòa Minh,liên chiểu,4.999,80.0,Đông Bắc,True,True,5.0,18.0,3
 Lê Thiệt,Hòa Minh,liên chiểu,4.59,7.0,Đông Bắc,True,True,4.5,15.0,3
 Nguyễn Giản Thanh,An Khê,thanh khê,3.55,70.0,Tây Nam,True,True,5.0,14.0,2
 Phú Xuân,Hòa Minh,liên chiểu,5.5,75.0,Tây Bắc,True,True,5.0,15.0,3
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,7.8,100.0,Đông Bắc,True,True,5.0,20.0,2
 Tô Hiệu,Hòa Minh,liên chiểu,2.88,6.0,Tây Nam,False,True,3.0,3.0,2
 Hoàng Thị Loan,Hòa Minh,liên chiểu,3.97,6.0,Đông,False,True,5.5,11.0,3
 Tô Hiệu,Hòa Minh,liên chiểu,3.3,60.0,Nam,False,True,4.0,12.0,2
 Trần Xuân Lê,Hòa Khê,thanh khê,3.35,6.0,Đông Bắc,False,True,5.0,12.0,2
 Nguyễn Tri Phương,Thạch Thang,hải châu,3.28,65.0,Tây Nam,False,True,4.77,14.0,2
 Mai Lão Bạng,Thuận Phước,hải châu,4.1,79.0,Tây Bắc,False,True,4.5,17.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,3.75,61.0,Tây Bắc,False,True,5.5,12.0,3
 Ngô Thì Nhậm,Hòa Minh,liên chiểu,3.4,75.0,Tây Nam,False,True,5.0,15.0,3
 Ngô Chân Lưu,Hòa Minh,liên chiểu,3.25,60.0,Tây,False,False,4.0,15.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,4.6,63.0,Bắc,False,True,4.5,15.0,3
 Tôn Đức Thắng,Hòa Minh,liên chiểu,2.8,60.0,Đông Bắc,False,True,6.0,10.0,3
 Dũng Sĩ Thanh Khê,Thanh Khê Tây,thanh khê,2.4,68.0,Đông Nam,False,True,4.0,16.0,2
 Trần Cao Vân,Thanh Khê Đông,thanh khê,4.59,85.0,Đông Nam,False,True,5.0,17.0,3
 Trần Đình Tri,Hòa Minh,liên chiểu,3.45,60.0,Đông Bắc,False,True,4.0,15.0,3
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,2.25,79.0,Tây Bắc,False,False,5.0,16.0,2
 Tôn Đản,Hòa Phát,cẩm lệ,1.59,7.0,Tây Nam,False,False,3.5,3.5,2
 Hà Huy Tập,Hòa Khê,thanh khê,2.2,60.0,Đông Nam,False,True,4.2,16.0,2
 Bùi Tá Hán,Khuê Mỹ,ngũ hành sơn,3.5,60.0,Tây Nam,False,True,3.5,17.0,2
 Trung Lương 6,Hòa Xuân,cẩm lệ,3.45,110.0,Tây,True,True,5.0,22.0,2
 Lê Duẩn,Tân Chính,thanh khê,25.0,96.0,Bắc,True,True,4.5,22.0,4
 Nước Mặn 2,Khuê Mỹ,ngũ hành sơn,5.3,95.0,Tây Nam,True,True,5.0,19.0,2
 Núi Thành,Hòa Thuận Đông,hải châu,27.0,123.0,Đông,True,True,7.0,17.5,2
 Đa Mặn 14,Khuê Mỹ,ngũ hành sơn,4.95,81.0,Nam,True,True,4.5,18.0,2
 An Mỹ,An Hải Tây,sơn trà,5.3,56.0,Tây Bắc,True,True,4.0,14.0,4
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,10.2,114.0,Đông Bắc,True,True,4.0,28.0,3
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,12.0,81.0,Tây,True,True,4.5,18.0,3
 Kỳ Đồng,Thanh Khê Đông,thanh khê,10.5,100.0,Đông Nam,True,True,5.0,20.0,3
 Huy Du,Phước Mỹ,sơn trà,15.0,114.0,Đông Nam,True,True,6.3,18.0,2
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,10.2,114.0,Đông Bắc,True,True,4.0,29.0,3
 Nguyễn Văn Huề,Thanh Khê Tây,thanh khê,5.0,83.0,Đông Bắc,True,True,4.5,18.0,3
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,7.2,110.0,Đông Bắc,True,True,5.0,22.0,3
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,13.0,81.0,Tây,True,False,4.5,18.0,3
 Trung Lương 7,Hòa Xuân,cẩm lệ,3.7,110.0,Tây,True,True,5.0,22.0,2
 An Trung 5,An Hải Tây,sơn trà,3.5,50.0,Bắc,True,True,5.0,10.0,2
 Hồ Trung Lượng,Hòa Xuân,cẩm lệ,5.75,100.0,Đông Bắc,True,True,5.0,20.0,4
 An Trung 5,An Hải Tây,sơn trà,3.7,50.0,Bắc,True,True,5.0,10.0,2
