 Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors,Location
 Điện Biên Phủ,Chính Gián,thanh khê,4.5,86,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,6.23,,2,"16.06715,108.196"
 Điện Biên Phủ,Tân Chính,thanh khê,4.09,60,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.06715,108.196"
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,13.5,114,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,22,3,"16.04978,108.24072"
 Bùi Dương Lịch,Nại Hiên Đông,sơn trà,4.5,76,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4,18,2,"16.0895,108.23283"
 Lê Cảnh Tuân,Nại Hiên Đông,sơn trà,4.7,86,Đông Nam,Nhà mặt tiền,Không có,5,17,3,"16.09432,108.23083"
 Kỳ Đồng,Thanh Khê Đông,thanh khê,9.6,100,Không,Nhà mặt tiền,Không có,5,20,3,"16.0714016,108.19120789"
 Trần Cao Vân,Thanh Khê Đông,thanh khê,3.25,5,Không,Nhà mặt tiền,Không có,,,2,"16.0738,108.20758"
 Nguyễn Đóa,Hòa Xuân,cẩm lệ,3.5,100,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"15.98677,108.21493"
 Hà Huy Tập,Hòa Khê,thanh khê,2.95,55,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.0704,108.19171"
 Lê Chân,An Hải Bắc,sơn trà,4.5,85,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,1,"16.0907,108.23871"
 Nguyễn Trường Tộ,Bình Thuận,hải châu,4.6,69,Không,Nhà mặt tiền,Không có,3.6,17,3,"16.05832,108.21816"
 Hoàng Diệu,Bình Thuận,hải châu,4.6,69,Không,Nhà mặt tiền,Không có,3.6,17,3,"16.05467,108.21737"
 Triệu Nữ Vương,Hải Châu II,hải châu,4.55,47,Không,Nhà trong hẻm,Không có,5,,3,"16.06485,108.21649"
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,8.2,50,Không,Nhà mặt tiền,Không có,,,3,"16.05375,108.21903"
 Nguyễn Tri Phương,Thạc Gián,thanh khê,14.2,125,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,4,"16.06071,108.20523"
 Cù Chính Lan,Hòa Khê,thanh khê,2.45,74,Không,Nhà trong hẻm,Không có,5,15,1,"16.0714016,108.19120789"
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,,145,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,6,21,1,"16.08075,108.14674"
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,3.2,88,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.5,25.5,2,"16.05375,108.21903"
 Đồng Kè,Hòa Khánh Bắc,liên chiểu,,38,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,11.9,23.8,1,"16.07284,108.14639"
 Ngô Thì Nhậm,Hòa Minh,liên chiểu,3.6,76,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,5,15,3,"16.07022,108.15347"
 Nguyễn Đình Tứ,Hòa Minh,liên chiểu,2.95,85,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6,14.2,2,"16.04884,108.17124"
 Nam Cao,Hòa Khánh Nam,liên chiểu,3.25,14,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,29,2,"16.05868,108.14759"
 Phạm Như Xương,Hòa Khánh Nam,liên chiểu,3.63,183,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6.3,27,1,"16.06383,108.14822"
 Nguyễn Chánh,Hòa Khánh Bắc,liên chiểu,3.55,100,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5,20,2,"16.0861,108.15222"
 Trường Chinh,An Khê,thanh khê,3.57,84,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,7,12,2,"16.04251,108.18537"
 Nguyễn Văn Huề,Thanh Khê Tây,thanh khê,2.6,64,Không,Nhà trong hẻm,Giấy tờ hợp lệ,8,9.8,2,"16.06914,108.17667"
 Hoàng Diệu,Bình Thuận,hải châu,2.55,56,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,3.4,14.5,2,"16.05467,108.21737"
 Nguyễn Chánh,Hòa Khánh Bắc,liên chiểu,3.58,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,15,3,"16.0861,108.15222"
 Lê Đình Kỵ,Hòa An,cẩm lệ,2.7,97,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.7,17,2,"15.98835,108.21604"
 Nam Cao,Hòa Khánh Nam,liên chiểu,3.35,147,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.2,28.5,1,"16.05868,108.14759"
 Tôn Đức Thắng,Hòa Khánh Nam,liên chiểu,,134,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,26.6,1,"16.07067,108.15084"
 Âu Cơ,Hòa Khánh Bắc,liên chiểu,2.95,83,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,21,2,"16.16468048,108.12548065"
 Tôn Đản,Hòa An,cẩm lệ,2.7,90,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,5,18,1,"16.04509,108.18114"
 Trường Chinh,An Khê,thanh khê,2.55,50,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.2,12,2,"16.04251,108.18537"
 Núi Thành,Hải Châu I,hải châu,5,100,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.5,,2,"16.03194,108.22279"
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4.3,5,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.65,8.9,4,"16.05375,108.21903"
 Điện Biên Phủ,Chính Gián,thanh khê,,40,Nam,Nhà trong hẻm,Không có,,,2,"16.06715,108.196"
 Khúc Hạo,Nại Hiên Đông,sơn trà,6.5,93,Không,Nhà mặt tiền,Không có,5,18.5,1,"16.0935,108.23171"
 Tiểu La,Hòa Cường Bắc,hải châu,3.85,50,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,4,"16.04649,108.22182"
 Trần Lựu,Hòa Xuân,cẩm lệ,3.95,100,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"15.99939,108.21264"
 Ông Ích Khiêm,Thanh Bình,hải châu,3.39,54,Không,Nhà mặt tiền,Không có,5,,2,"16.07838,108.21186"
 136 Đống Đa,Thanh Bình,hải châu,3.1,44,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,11,3,"16.08019,108.21819"
 Nguyễn Phan Vinh,Thọ Quang,sơn trà,1.65,48,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,3.4,,1,"16.10053,108.25114"
 Nguyễn Thông,An Hải Tây,sơn trà,2.65,66,Không,Nhà trong hẻm,Không có,4,,,"16.06623,108.23107"
 Nguyễn Phước Nguyên,An Khê,thanh khê,2,50,Không,Nhà trong hẻm,Không có,5,10,2,"16.05452,108.18347"
 Phan Văn Đáng,Xã Hòa Châu,hòa vang,2.5,50,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,7,,3,"11.28307,106.13345"
 An Nhơn 10,An Hải Bắc,sơn trà,4.9,58,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.1,14,2,"16.06831,108.2343"
 Đồng Kè,Hòa Khánh Bắc,liên chiểu,2.39,70,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5,14,2,"16.07284,108.14639"
 Nguyễn Công Trứ,An Hải Bắc,sơn trà,1.2,35,Không,Nhà trong hẻm,Không có,7.7,4.5,2,"16.06847,108.23054"
 36-38 Nguyễn Khuyến,Hòa Minh,liên chiểu,9.9,,Đông Bắc,Nhà mặt tiền,Không có,10,20,1,"16.06405,108.15997"
 Điện Biên Phủ,Chính Gián,thanh khê,4.09,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.06715,108.196"
 Nguyễn Đổng Chi,Hòa Cường Bắc,hải châu,7,80,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.03837,108.21753"
 Ngô Văn Sở,Hòa Khánh Nam,liên chiểu,9.2,125,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,2,"16.06828,108.14927"
 Phạm Thế Hiển,Khuê Trung,cẩm lệ,15,166,Không,Nhà mặt tiền,Giấy tờ hợp lệ,11,16,3,"16.03365,108.21214"
 Hà Huy Tập,Chính Gián,thanh khê,4.65,65,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,,3,"16.0704,108.19171"
 Cù Chính Lan,Thạc Gián,thanh khê,2.85,4,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.0714016,108.19120789"
 Lê Duẩn,Hải Châu II,hải châu,3.6,70,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6.6,11,1,"16.07148,108.22157"
 Dương Khuê,Mỹ An,ngũ hành sơn,12,111,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,22,3,"15.98459,108.23607"
 Trần Hưng Đạo,An Hải Tây,sơn trà,34,125,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,4,"16.08968,108.22756"
 Phan Châu Trinh,Phước Ninh,hải châu,15.2,76,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.26,17.8,3,"16.05775,108.21896"
 Nguyễn Mậu Tài,Hòa Xuân,cẩm lệ,6.6,100,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.05217,108.17555"
 Tiểu La,Hòa Cường Bắc,hải châu,15.4,140,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,28,3,"16.04649,108.22182"
 2/9,Hòa Cường Bắc,hải châu,14.5,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,16,2,"16.08311,108.22194"
 Nguyễn Tất Thành,Thanh Bình,hải châu,7,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.08179,108.21196"
 Mẹ Hiền,Thanh Khê Tây,thanh khê,1.95,45,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,8,2,"16.06957,108.17761"
 Nguyễn Phong Sắc,Hòa Cường,hải châu,7.3,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20,3,"16.02726164,108.21169014"
 Tôn Đức Thắng,Hòa An,cẩm lệ,13.5,101,Không,Nhà mặt tiền,Không có,4.5,22,3,"16.05951,108.17538"
 Ngô Quyền,An Hải Bắc,sơn trà,11.5,130,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,26,2,"16.09631,108.24529"
 Hoàng Diệu,Bình Thuận,hải châu,1.2,18,Không,Nhà trong hẻm,Không có,,,2,"16.05467,108.21737"
 Đỗ Bá,Mỹ An,ngũ hành sơn,12,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,3,"16.05193,108.24696"
 Hoàng Sĩ Khải,An Hải Bắc,sơn trà,3.4,75,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.5,,2,"16.07566,108.23193"
 Mẹ Nhu,Thanh Khê Tây,thanh khê,3.295,165,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,,3,"16.0669,108.17988"
 50 Hồ Nguyên Trừng,Hòa Cường Nam,hải châu,7.3,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20,3,"16.03157,108.21888"
 Ngô Thì Sĩ,Khuê Mỹ,ngũ hành sơn,14.2,105,Không,Nhà mặt tiền,Không có,5,,2,"16.04771,108.24537"
 Huỳnh Tấn Phát,Hòa Cường,hải châu,27,,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,20,5,"16.03781,108.21405"
 Trưng Nữ Vương,Hải Châu I,hải châu,14.5,116,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.7,17.5,3,"16.05375,108.21903"
 K546/8 Tôn Đản,Hòa Phát,cẩm lệ,2.35,78,Không,Nhà trong hẻm,Không có,4.1,19,,"16.03941,108.18373"
 Trường Chinh,Hòa An,cẩm lệ,2.78,70,Không,Nhà trong hẻm,Không có,5,14,2,"16.00735,108.19196"
 Chính Hữu,Phước Mỹ,sơn trà,10.5,135,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,27,1,"16.10449,108.26139"
 Nguyễn Tri Phương,Vĩnh Trung,thanh khê,3.8,60,Không,Nhà mặt tiền,Không có,5,,2,"16.06071,108.20523"
 Đỗ Bá,Hòa Hải,ngũ hành sơn,12,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,14,3,"16.05193,108.24696"
 Lương Thế Vinh,An Hải Bắc,sơn trà,4.9,60,Không,Nhà mặt tiền,Không có,4,,2,"16.06336,108.236"
 Ngô Quyền,Thọ Quang,sơn trà,2.7,83,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.3,19,2,"16.09631,108.24529"
 Phú Lộc,Hòa Minh,liên chiểu,5.6,75,Không,Nhà mặt tiền,Không có,5,15,3,"16.07627,108.16626"
 Phú Lộc,Hòa Minh,liên chiểu,4.9,77,Không,Nhà mặt tiền,Không có,5,15,3,"16.07627,108.16626"
 Tôn Đức Thắng,Hòa Hiệp Bắc,liên chiểu,3.65,76,Không,Nhà trong hẻm,Không có,5,15,3,"16.07067,108.15084"
 Tôn Đức Thắng,Hòa Minh,liên chiểu,3.65,76,Không,Nhà trong hẻm,Không có,5,16,3,"16.07067,108.15084"
 Nguyễn Tất Thành,Hòa Khê,thanh khê,2.79,50,Không,Nhà trong hẻm,Không có,5,10,3,"16.07765,108.17369"
 Tôn Đức Thắng,Hòa Minh,liên chiểu,2.8,63,Không,Nhà trong hẻm,Không có,6,10,2,"16.07067,108.15084"
 Cù Chính Lan,Hòa Khê,thanh khê,2.75,50,Không,Nhà trong hẻm,Không có,5,10,2,"16.0714016,108.19120789"
 Đỗ Bá,Mỹ An,ngũ hành sơn,11.5,70,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,3,"16.05193,108.24696"
 Thi Sách,Hải Châu I,hải châu,5.7,84,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.14,17,3,"16.05067825,108.21286774"
 Nguyễn Huy Tự,Hòa Minh,liên chiểu,5.6,16,Không,Nhà mặt tiền,Không có,4.5,,3,"16.08181,108.15984"
 Bùi Vịnh,Khuê Trung,cẩm lệ,4.7,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.02131,108.20046"
 Nguyễn Đình Tứ,Hòa Phát,cẩm lệ,5.6,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.04974,108.17602"
 Điện Biên Phủ,Thanh Khê Đông,thanh khê,30,300,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,23,2,"16.06715,108.196"
 Lê Hữu Khánh,Khuê Mỹ,ngũ hành sơn,16.7,,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,20,2,"16.02931,108.2398"
 Đống Đa,Thuận Phước,hải châu,3.95,47,Không,Nhà trong hẻm,Không có,4,,3,"16.07503,108.21489"
 Thái Thị Bôi,Chính Gián,thanh khê,2.65,85,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.06831,108.1972"
 Trần Huấn,Khuê Trung,cẩm lệ,5.2,50,Không,Nhà mặt tiền,Không có,4.5,10.5,3,"16.02107,108.21536"
 Trần Đức Thảo,Hòa Cường Nam,hải châu,7,90,Đông,Nhà mặt tiền,Không có,5,18,1,"16.03412,108.21587"
 Đa Mặn 3,Khuê Mỹ,ngũ hành sơn,4.25,94,Tây Bắc,Nhà mặt tiền,Không có,5,19,2,"16.02055,108.24997"
 Trần Kim Xuyến,Hòa Xuân,cẩm lệ,5.5,100,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.02793,108.21234"
 Bàu Cầu 27,Xã Hòa Phước,hòa vang,2.95,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"15.99746,108.19149"
 Bàu Cầu 1,Xã Hòa Châu,hòa vang,3.35,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,19,3,"15.96451,108.21212"
 Hoàng Diệu,Bình Thuận,hải châu,5.15,6,Không,Nhà mặt tiền,Không có,5,,3,"16.05467,108.21737"
 Sơn Thủy 3,Hòa Hải,ngũ hành sơn,5,125,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,2,"16.01349,108.25321"
 Lý Thái Tổ,Thạc Gián,thanh khê,2.66,50,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,50,4.4,2,"16.06628,108.20862"
 Tiểu La,Hòa Cường Bắc,hải châu,4.38,5,Không,Nhà trong hẻm,Không có,,,3,"16.04649,108.22182"
 Trần Văn Giáp,Hòa Cường Bắc,hải châu,6,83,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,17,1,"16.03767,108.21556"
 Châu Thượng Văn,Hòa Cường Bắc,hải châu,3.55,53,Không,Nhà trong hẻm,Không có,,,3,"16.04445,108.22042"
 Tô Hiệu,Hòa Minh,liên chiểu,2.69,60,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.06424,108.16672"
 Lê Đình Lý,Hòa Thuận Đông,hải châu,3.85,40,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.6,,3,"16.0516,108.20992"
 Phù Đổng,Hòa Xuân,cẩm lệ,2.6,100,Tây,Nhà mặt tiền,Không có,5,20,2,"16.00687,108.164"
 Phù Đổng,Hòa Xuân,cẩm lệ,2.6,100,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,1,"16.00687,108.164"
 Nguyễn Đóa,Hòa Xuân,cẩm lệ,3.2,100,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"15.98677,108.21493"
 Lê Duẩn,Chính Gián,thanh khê,4.05,85,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,20,3,"16.06965,108.2106"
 Hùng Vương,Vĩnh Trung,thanh khê,4.1,43,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,,5,"16.06689,108.21214"
 Trần Xuân Lê,Hòa Khê,thanh khê,2.88,61,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.059,108.18735"
 Hùng Vương,Thạc Gián,thanh khê,2.45,90,Không,Nhà trong hẻm,Không có,4,,2,"16.06689,108.21214"
 Đậu Quang Lĩnh,Hòa Xuân,cẩm lệ,6.8,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"15.99404,108.21276"
 Đỗ Quang,Vĩnh Trung,thanh khê,2.85,50,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.06012,108.21207"
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,4,100,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,,2,"16.05232,108.21081"
 Nguyễn Mỹ,Hòa Xuân,cẩm lệ,7.8,120,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,3,"16.03088,108.21268"
 Diệp Minh Châu,Hòa Xuân,cẩm lệ,6.8,100,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.00837,108.19843"
 Bạch Thái Bưởi,Hòa Khánh Bắc,liên chiểu,5.45,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.06913,108.14717"
 Nguyễn Văn Linh,Nam Dương,hải châu,2.5,90,Không,Nhà trong hẻm,Không có,,,1,"16.06072,108.21685"
 Võ Chí Công,Hòa Quý,ngũ hành sơn,3.3,100,Không,Nhà mặt tiền,Không có,,,1,"15.9913,108.23725"
 Nguyễn Văn Thoại,An Hải Đông,sơn trà,3.6,55,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.05747,108.24433"
 Nguyễn Hàng Chi,Hòa Hiệp Nam,liên chiểu,3.48,140,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,7,20,2,"16.10103,108.133"
 Phan Thúc Duyện,Mỹ An,ngũ hành sơn,2.95,5,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.8,,1,"16.05316,108.24145"
 Hồ Nghinh,An Hải Bắc,sơn trà,11.5,115,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.5,19,2,"16.07304,108.24303"
 Phùng Chí Kiên,Hòa Minh,liên chiểu,4.5,85,Tây Nam,Nhà mặt tiền,Không có,5,17,3,"16.07763,108.16537"
 An Thượng 38,Mỹ An,ngũ hành sơn,8.8,60,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,4,"16.04689,108.24197"
 100 Đường Nguyễn Khánh Toàn,Hòa Cường,hải châu,7.75,125,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,2,"16.03653,108.21447"
 Dương Tử Giang,Khuê Mỹ,ngũ hành sơn,7.4,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,4,"16.02417,108.24086"
 Bàu Mạc 5,Hòa Khánh Bắc,liên chiểu,3.25,110,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,22,1,"16.08367,108.14837"
 Lê Duẩn,Hải Châu I,hải châu,4.05,85,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,20,3,"16.07148,108.22157"
 Ngô Quyền,Phước Mỹ,sơn trà,4.5,187,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6,30,2,"16.09631,108.24529"
 Trần Thánh Tông,Nại Hiên Đông,sơn trà,19,148,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,7.5,19,3,"16.09121,108.23348"
 Hàn Thuyên,Hòa Cường Bắc,hải châu,8,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.03936,108.21621"
 Phan Đăng Lưu,Hòa Cường Bắc,hải châu,14.4,86,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,3,"16.03665,108.21825"
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,16,160,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9,18,2,"16.04978,108.24072"
 Trần Cao Vân,Tam Thuận,thanh khê,4.15,50,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.0738,108.20758"
 Nguyễn Lương Bằng,Hòa Hiệp Bắc,liên chiểu,,17,Không,Nhà trong hẻm,Giấy tờ hợp lệ,10,22,2,"16.08075,108.14674"
 Lê Hữu Trác,An Hải Đông,sơn trà,6.5,14,Không,Nhà trong hẻm,Không có,,,1,"16.05862,108.23956"
 Trần Cao Vân,Tam Thuận,thanh khê,4.35,50,Không,Nhà trong hẻm,Không có,,,4,"16.0738,108.20758"
 Đặng Vũ Hỷ,Phước Mỹ,sơn trà,3.5,95,Không,Nhà trong hẻm,Không có,,,2,"16.06005,108.23989"
 An Thượng 24,Mỹ An,ngũ hành sơn,6.5,105,Không,Nhà trong hẻm,Không có,,,2,"16.05263,108.24152"
 Lê Hữu Trác,An Hải Đông,sơn trà,5,84,Không,Nhà trong hẻm,Không có,,,2,"16.05862,108.23956"
 Dương Đình Nghệ,Phước Mỹ,sơn trà,11,113,Không,Nhà trong hẻm,Không có,,,3,"16.06888,108.24414"
 Loseby,An Hải Bắc,sơn trà,21,113,Không,Nhà mặt tiền,Không có,,,5,"16.07367,108.24426"
 Lý Tự Trọng,Thạch Thang,hải châu,72,420,Không,Nhà mặt tiền,Không có,,,3,"16.07853,108.21389"
 Lê Đình Lý,Hòa Thuận Tây,hải châu,29,170,Không,Nhà mặt tiền,Không có,,,4,"16.0516,108.20992"
 Trần Phú,Phước Ninh,hải châu,29,113,Không,Nhà mặt tiền,Không có,,,1,"16.07078,108.22397"
 Phạm Phú Tiết,Khuê Trung,cẩm lệ,8.3,95,Không,Nhà mặt tiền,Không có,,,3,"16.03402,108.2086"
 Trần Huy Liệu,Khuê Trung,cẩm lệ,5.7,10,Không,Nhà mặt tiền,Không có,,,2,"16.02044,108.20491"
 Trần Cao Vân,Xuân Hà,thanh khê,6.2,57,Không,Nhà mặt tiền,Không có,,,3,"16.0738,108.20758"
 An Mỹ,An Hải Tây,sơn trà,4.9,56,Không,Nhà mặt tiền,Không có,,,2,"16.06265,108.23121"
 Hòa Minh 8,Hòa Minh,liên chiểu,4.1,8,Không,Nhà mặt tiền,Không có,,,3,"16.08105,108.16354"
 Tiên Sơn 10,Hòa Cường Nam,hải châu,13.5,180,Không,Nhà mặt tiền,Không có,,,4,"16.03438,108.22172"
 Nguyễn Thế Lộc,An Hải Bắc,sơn trà,12.2,130,Không,Nhà mặt tiền,Không có,,,2,"16.07877,108.22956"
 Đa Mặn 3,Khuê Mỹ,ngũ hành sơn,5,90,Không,Nhà mặt tiền,Không có,,,2,"16.02055,108.24997"
 Nguyễn Công Trứ,An Hải Bắc,sơn trà,16.5,150,Không,Nhà mặt tiền,Không có,,,3,"16.06847,108.23054"
 An Dương Vương,Mỹ An,ngũ hành sơn,25.5,320,Không,Nhà mặt tiền,Không có,,,2,"16.04387,108.23749"
 Cách Mạng Tháng 8,Khuê Trung,cẩm lệ,9.5,100,Không,Nhà mặt tiền,Không có,,,2,"16.0215783,108.21282"
 Trần Huy Liệu,Khuê Trung,cẩm lệ,6,10,Không,Nhà mặt tiền,Không có,,,2,"16.02044,108.20491"
 Điện Biên Phủ,Chính Gián,thanh khê,148,800,Không,Nhà mặt tiền,Không có,,,1,"16.06715,108.196"
 Hùng Vương,Vĩnh Trung,thanh khê,29,124,Không,Nhà mặt tiền,Không có,,,4,"16.06689,108.21214"
 Nguyễn Tri Phương,Chính Gián,thanh khê,27.5,,Không,Nhà mặt tiền,Không có,,,5,"16.06071,108.20523"
 Lê Bá Trinh,Hòa Cường Bắc,hải châu,7,88,Không,Nhà mặt tiền,Không có,,,2,"16.04367,108.21927"
 Trần Thủ Độ,Khuê Trung,cẩm lệ,8.2,100,Không,Nhà mặt tiền,Không có,,,3,"16.02417,108.21349"
 Phan Thanh,Thạc Gián,thanh khê,9.8,50,Không,Nhà mặt tiền,Không có,,,3,"16.06302,108.20878"
 Điện Biên Phủ,Chính Gián,thanh khê,13.15,78,Không,Nhà mặt tiền,Không có,,,4,"16.06715,108.196"
 Lý Nhân Tông,Khuê Trung,cẩm lệ,8.1,93,Không,Nhà mặt tiền,Không có,,,3,"16.03376,108.20983"
 Cao Xuân Dục,Thuận Phước,hải châu,5.25,56,Không,Nhà mặt tiền,Không có,,,1,"16.08809,108.21715"
 Chơn Tâm 1,Hòa Minh,liên chiểu,3.39,80,Không,Nhà mặt tiền,Không có,,,2,"16.06493,108.16024"
 Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,17,170,Không,Nhà mặt tiền,Không có,,,6,"16.02728,108.20888"
 Bùi Xương Tự,Hòa Thọ Đông,cẩm lệ,3.6,96,Không,Nhà mặt tiền,Không có,,,1,"16.00991,108.19665"
 Nguyễn Văn Thoại,Phước Mỹ,sơn trà,12,16,Không,Nhà mặt tiền,Không có,,,2,"16.05747,108.24433"
 Nguyễn Bỉnh Khiêm,An Hải Tây,sơn trà,5.8,66,Không,Nhà mặt tiền,Không có,,,2,"16.06415,108.23249"
 Hải Phòng,Chính Gián,thanh khê,57,10,Không,Nhà mặt tiền,Không có,,,6,"16.07085,108.20893"
 Phan Văn Trị,Khuê Trung,cẩm lệ,11,198,Không,Nhà mặt tiền,Không có,,,3,"16.01724,108.20838"
 Mỹ Đa Đông 5,Mỹ An,ngũ hành sơn,7.35,68,Không,Nhà mặt tiền,Không có,,,5,"16.04262,108.24301"
 Võ Văn Kiệt,Phước Mỹ,sơn trà,270,55,Không,Nhà mặt tiền,Không có,,,20,"16.063,108.24183"
