 Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors,Location
 Lưu Quý Kỳ,Hòa Cường Nam,hải châu,3.3,100,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,20,2,"16.03605,108.22335"
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4.3,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,16,2,"16.05375,108.21903"
 Đống Đa,Thanh Bình,hải châu,4.7,84,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6,14,2,"16.07503,108.21489"
 Tống Phước Phổ,Hòa Cường Bắc,hải châu,5.1,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,16,4,"16.04524,108.22224"
 Nguyễn Cư Trinh,Hòa Cường Bắc,hải châu,5.4,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,18,2,"16.03837,108.21753"
 Nguyễn Chí Thanh,Thạch Thang,hải châu,4,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,16,2,"16.07735,108.22031"
 Hàm Nghi,Thạc Gián,thanh khê,6.2,128,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,26,2,"16.06295,108.21069"
 Nguyễn Hoàng,Nam Dương,hải châu,5.1,180,Không,Nhà trong hẻm,Giấy tờ hợp lệ,12,15,2,"16.05469,108.21202"
 Lê Đình Thám,Hòa Thuận Đông,hải châu,4.5,100,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,20,2,"16.04967,108.21624"
 Phan Đăng Lưu,Hòa Cường Bắc,hải châu,4.5,120,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6,20,2,"16.03665,108.21825"
 Lê Hồng Phong,Phước Ninh,hải châu,4,6,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,14,3,"16.06401,108.22152"
 Lê Hồng Phong,Hải Châu I,hải châu,3.2,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7,11,2,"16.06401,108.22152"
 Đống Đa,Thanh Bình,hải châu,7.8,180,Không,Nhà trong hẻm,Giấy tờ hợp lệ,15,12,1,"16.07503,108.21489"
 Nguyễn Hoàng,Bình Hiên,hải châu,4,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,18,3,"16.05469,108.21202"
 Nguyễn Thị Minh Khai,Thạch Thang,hải châu,3.3,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,9,10,2,"16.0744,108.21805"
 Lê Duẩn,Hải Châu II,hải châu,3.9,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,16,2,"16.07148,108.22157"
 Lý Tự Trọng,Thạch Thang,hải châu,3.3,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,9,9,2,"16.07853,108.21389"
 Núi Thành,Hòa Cường Bắc,hải châu,4.3,130,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,29,2,"16.03194,108.22279"
 Núi Thành,Hòa Cường Bắc,hải châu,7,70,Không,Nhà trong hẻm,Không có,5,12,4,"16.03194,108.22279"
 Ông Ích Khiêm,Thanh Bình,hải châu,3.5,70,Không,Nhà trong hẻm,Không có,9,8,2,"16.07838,108.21186"
 Triệu Nữ Vương,Nam Dương,hải châu,5.2,180,Không,Nhà trong hẻm,Không có,,,2,"16.06485,108.21649"
 Hoàng Diệu,Phước Ninh,hải châu,5.2,188,Không,Nhà trong hẻm,Giấy tờ hợp lệ,12,16,2,"16.05467,108.21737"
 Lê Đình Dương,Phước Ninh,hải châu,3,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7,11,2,"16.06251,108.21658"
 Nguyễn Văn Linh,Nam Dương,hải châu,4.2,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,16,3,"16.06072,108.21685"
 Cao Thắng,Thanh Bình,hải châu,4.4,180,Không,Nhà trong hẻm,Giấy tờ hợp lệ,11,16,2,"16.07657,108.21369"
 Lê Lai,Thạch Thang,hải châu,3.3,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,9,10,2,"16.07526,108.21788"
 Nguyễn Thiện Thuật,Hòa Thuận Đông,hải châu,4,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,18,3,"16.05649,108.22131"
 Nguyễn Văn Linh,Thạc Gián,thanh khê,4.4,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,18,2,"16.05947,108.20843"
 Triệu Nữ Vương,Nam Dương,hải châu,3.6,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7,12,2,"16.06485,108.21649"
 Ngô Gia Tự,Hải Châu I,hải châu,4.1,140,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6,23,1,"16.06851,108.21748"
 Đoàn Thị Điểm,Hải Châu II,hải châu,4.1,13,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6,22,1,"16.06643,108.21677"
 Núi Thành,Hòa Cường Bắc,hải châu,3,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.03194,108.22279"
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,3,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.03029,108.21903"
 Lê Đình Dương,Phước Ninh,hải châu,3.6,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,16,3,"16.06251,108.21658"
 Thanh Sơn,Thanh Bình,hải châu,6.2,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,16,2,"16.08051,108.21372"
 Lê Đại,Hòa Cường Nam,hải châu,5.3,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.03815,108.21352"
 Hà Huy Tập,Chính Gián,thanh khê,4.8,65,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,3,"16.0704,108.19171"
 Hóa Sơn 6,Hòa Cường Nam,hải châu,5.5,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,3,"16.03039,108.22869"
 Huỳnh Ngọc Huệ,An Khê,thanh khê,7.95,160,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,6.5,24.6,2,"16.06024,108.18557"
 Nguyễn Đức Cảnh,Thuận Phước,hải châu,5.5,3,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,14.5,4,"16.08926,108.21863"
 Nguyễn Phước Nguyên,Vĩnh Trung,thanh khê,3.5,40,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,10,3,"16.05452,108.18347"
 Phước Trường 10,Phước Mỹ,sơn trà,7.5,81,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,16,3,"16.07663,108.24186"
 Tôn Đức Thắng,Hòa Minh,liên chiểu,3.15,150,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,18,2,"16.07067,108.15084"
 Phạm Cự Lượng,An Hải Bắc,sơn trà,9,81,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,20,5,"16.06044,108.23629"
 Đinh Tiên Hoàng,Hải Châu II,hải châu,3.1,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,12,2,"16.07507,108.20968"
 Lê Cơ,Hải Châu I,hải châu,4.7,55,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.6,12,3,"16.04241,108.21996"
 Tiểu La,Hòa Cường Bắc,hải châu,15,100,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.04649,108.22182"
 Phú Thạnh 1,Hòa Minh,liên chiểu,3.2,98,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,22,2,"16.07346,108.15719"
 Lý Tự Trọng,Thanh Bình,hải châu,13.5,96,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,6.95,14,2,"16.07853,108.21389"
 Lý Thái Tông,Thanh Khê Tây,thanh khê,7.5,100,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.07479,108.17553"
 Thái Phiên,Phước Ninh,hải châu,20.5,94,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.1,23.6,4,"16.06509,108.22165"
 Hồ Xuân Hương,Khuê Mỹ,ngũ hành sơn,15,90,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,5,"16.04025,108.24712"
 An Thượng 33,Mỹ An,ngũ hành sơn,12,81,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18,5,"16.05111,108.24577"
 Lý Thái Tông,Thanh Khê Tây,thanh khê,7.05,90,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20,2,"16.07479,108.17553"
 Phan Đăng Lưu,Hòa Cường Bắc,hải châu,21,187,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,7.5,25,1,"16.03665,108.21825"
 Nguyễn Tất Thành,Thanh Khê Đông,thanh khê,8.5,125,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,3,"16.07765,108.17369"
 Hồ Tùng Mậu,Hòa Minh,liên chiểu,5.6,99,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,22,1,"16.0772,108.15994"
 Nguyễn Tất Thành,Thanh Bình,hải châu,10,125,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,2,"16.08179,108.21196"
 Nhơn Hòa 21,Hòa An,cẩm lệ,3,110,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,22,1,"16.04691,108.17316"
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,16.5,119,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,7,17,3,"16.05375,108.21903"
 Phùng Chí Kiên,Hòa Minh,liên chiểu,4.995,88,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,17.5,3,"16.07763,108.16537"
 Phú Xuân 8,Hòa Minh,liên chiểu,5.5,75,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,3,"16.0733,108.16618"
 Hòa Minh 8,Hòa Minh,liên chiểu,3.1,81,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18,1,"16.08105,108.16354"
 Phú Xuân 1,Hòa Minh,liên chiểu,3.58,100,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,1,"16.07302,108.16626"
 Nguyễn Đức Trung,Hòa Khê,thanh khê,5.35,4,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,6,7,3,"16.06834,108.18779"
 Dương Bích Liên,Hòa Minh,liên chiểu,3.4,90,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,1,"16.07324,108.17285"
 Hòa Minh 5,Hòa Minh,liên chiểu,3.2,80,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,16,1,"16.08118,108.16364"
 Phạm Nhữ Tăng,Hòa Khê,thanh khê,6.7,81,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.6,14,3,"16.06307,108.18955"
 Trần Cao Vân,Tam Thuận,thanh khê,14,105,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,9.7,13.5,2,"16.0738,108.20758"
 Trần Quý Khoách,Hòa Minh,liên chiểu,5,90,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,3,"16.07809,108.15858"
 Nguyễn Huy Tự,Hòa Minh,liên chiểu,2.95,7,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16,1,"16.08181,108.15984"
 Nguyễn Đức Trung,Hòa Khê,thanh khê,9.2,100,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,5,"16.06834,108.18779"
 Đặng Minh Khiêm,Hòa Minh,liên chiểu,3.25,8,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,16.5,1,"16.07042,108.17027"
 Ông Ích Khiêm,Thanh Bình,hải châu,16,84,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,6,17,3,"16.07838,108.21186"
 Điện Biên Phủ,Chính Gián,thanh khê,16,123,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,22,3,"16.06715,108.196"
 Dương Đức Hiền,Hòa Minh,liên chiểu,4.5,7,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16,2,"16.08288,108.16057"
 Nguyễn Chích,Hòa Minh,liên chiểu,3.4,8,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,16.5,1,"16.07241,108.16908"
 Lê Đình Kỵ,Hòa An,cẩm lệ,5.5,148,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,7.5,20,3,"15.98835,108.21604"
 Kỳ Đồng,Xuân Hà,thanh khê,8,85,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,17,3,"16.0714016,108.19120789"
 Đào Nguyên Phổ,Hòa Minh,liên chiểu,3.9,70,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,3,"16.07377,108.17264"
 Chi Lăng,Hải Châu II,hải châu,24.5,108,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,21.6,6,"16.06903,108.21546"
 Phạm Văn Nghị,Thạc Gián,thanh khê,12,108,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,21.5,3,"16.05824,108.20964"
 Kinh Dương Vương,Hòa Minh,liên chiểu,8.5,10,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.07745,108.16551"
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,13.5,114,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,22.8,4,"16.04978,108.24072"
 Phan Châu Trinh,Phước Ninh,hải châu,13,84,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,19,4,"16.05775,108.21896"
 Phú Lộc 10,Thanh Khê Tây,thanh khê,4.5,14,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,8,18,1,"16.07413,108.17378"
 Phú Lộc 1,Hòa Minh,liên chiểu,4.95,77,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,17,3,"16.07516,108.16778"
 Trần Quý Khoách,Hòa Minh,liên chiểu,3.2,90,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,1,"16.07809,108.15858"
 Trần Đức Thông,An Hải Bắc,sơn trà,6.9,80,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,16,3,"16.08151,108.24331"
 Hoài Thanh,Mỹ An,ngũ hành sơn,5.6,69,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,6,11.5,4,"16.04427,108.23848"
 Tôn Thất Đạm,Xuân Hà,thanh khê,10.1,90,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20,4,"16.07247,108.20129"
 Nguyễn Chích,Hòa Minh,liên chiểu,3.1,83,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,17.5,1,"16.07241,108.16908"
 Hòa Minh 3,Hòa Minh,liên chiểu,2.55,7,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16,1,"16.08204,108.16245"
 Ngô Văn Sở,Hòa Khánh Bắc,liên chiểu,8.8,117,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,23.5,1,"16.06828,108.14927"
 Nguyễn Thị Minh Khai,Thạch Thang,hải châu,74,37,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,12,31,3,"16.0744,108.21805"
 Núi Thành,Hòa Cường Bắc,hải châu,16.5,140,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,7,20,3,"16.03194,108.22279"
 Nguyễn Đỗ Cung,Hòa Minh,liên chiểu,2.5,83,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,16.6,1,"16.06062,108.17027"
 Núi Thành,Hòa Cường Bắc,hải châu,27,,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,8.3,26.5,4,"16.03194,108.22279"
 Lê Duẩn,Hải Châu I,hải châu,23,78,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.5,14,3,"16.07148,108.22157"
 Nguyễn Thị Thập,Thanh Khê Tây,thanh khê,4.2,101,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,22.5,1,"16.0763,108.16941"
 Hà Bổng,Phước Mỹ,sơn trà,5.39,95,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.4,22.6,3,"16.06664,108.24441"
 Đặng Minh Khiêm,Hòa Minh,liên chiểu,4.65,80,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,3,"16.07042,108.17027"
 Nguyễn Thị Thập,Thanh Khê Tây,thanh khê,4.75,97,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,21.5,3,"16.0763,108.16941"
 Hoàng Diệu,Phước Ninh,hải châu,18,163,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.6,36,3,"16.05467,108.21737"
 Trần Cao Vân,Xuân Hà,thanh khê,6.2,55,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.3,10.3,3,"16.0738,108.20758"
 Mai Đăng Chơn,Hòa Quý,ngũ hành sơn,2.5,104,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,2,"15.97666,108.23309"
 Trần Quang Diệu,An Hải Tây,sơn trà,24,190,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,15,,3,"16.05464,108.23426"
 Nguyễn Văn Linh,Hải Châu I,hải châu,27,105,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,4,"16.06072,108.21685"
 Phạm Văn Đồng,An Hải Bắc,sơn trà,30,125,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,5,"16.07016,108.24437"
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,12,115,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.04978,108.24072"
 Nguyễn Du,Thạch Thang,hải châu,18,155,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.07874,108.22068"
 Nguyễn Đình Chiểu,Khuê Mỹ,ngũ hành sơn,,600,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,18,,2,"16.02404,108.24569"
 2/9,Hòa Cường Bắc,hải châu,39,300,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,7.5,,2,"16.08311,108.22194"
 Huy Cận,Hòa Cường Nam,hải châu,11.2,120,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,7,,2,"16.03315,108.21869"
 Bạch Đằng,Hải Châu I,hải châu,78,170,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,7,,3,"16.08728,108.2213"
 Nguyễn Văn Linh,Nam Dương,hải châu,27,105,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,4,"16.06072,108.21685"
 Nguyễn Văn Thoại,Khuê Mỹ,ngũ hành sơn,20,1,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,2,"16.05129,108.24253"
 Bạch Đằng,Hải Châu I,hải châu,78,170,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,6,,3,"16.08728,108.2213"
 Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,11.99,90,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,6,"16.04088,108.21625"
 Tôn Đản,Hòa An,cẩm lệ,3.15,95,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5,,3,"16.04509,108.18114"
 Trần Quý Khoách,Hòa Minh,liên chiểu,5,90,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.07809,108.15858"
 Ngô Thế Lân,Hòa An,cẩm lệ,5.2,121,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.05029,108.17497"
 Trường Chinh,An Khê,thanh khê,4.5,83,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4,,3,"16.04251,108.18537"
 Phùng Chí Kiên,Hòa Minh,liên chiểu,4.5,87,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.07763,108.16537"
 Hồ Quý Ly,Hòa Minh,liên chiểu,11.9,101,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.07325,108.1703"
 Phú Xuân 8,Hòa Minh,liên chiểu,5.6,75,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.0733,108.16618"
 Nhơn Hòa 12,Hòa An,cẩm lệ,2.88,100,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,1,"16.04743,108.17386"
 Hòa An 9,Hòa An,cẩm lệ,4.1,97,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.05808,108.17525"
 Trần Đình Đàn,An Hải Bắc,sơn trà,3.3,74,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5,15,2,"16.07909,108.24374"
 Nguyễn Giản Thanh,An Khê,thanh khê,3.68,70,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4,,1,"16.05524,108.1861"
 Điện Biên Phủ,Chính Gián,thanh khê,14.5,85,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4,,6,"16.06715,108.196"
 Lý Triện,Hòa Khê,thanh khê,7,50,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,,4,"16.05945,108.18524"
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,6.27,7,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,,2,"16.06024,108.18557"
 Hà Huy Tập,Xuân Hà,thanh khê,11,98,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,,,4,"16.0704,108.19171"
 Phần Lăng 18,Hòa Khê,thanh khê,4.1,95,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,1,"16.05425,108.18696"
 Hà Huy Tập,Hòa Khê,thanh khê,7.9,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,25,2,"16.0704,108.19171"
 Nguyễn Phước Thái,An Khê,thanh khê,5.3,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,2,"16.05995,108.18313"
 Hà Huy Tập,An Khê,thanh khê,16.5,120,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,20,4,"16.0704,108.19171"
 Hà Huy Tập,Hòa Khê,thanh khê,11,75,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,3,"16.0704,108.19171"
 Điện Biên Phủ,Chính Gián,thanh khê,12.5,68,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,3,"16.06715,108.196"
 Lý Tự Trọng,Thanh Bình,hải châu,13.2,86,Không,Nhà mặt tiền,Giấy tờ hợp lệ,8,,2,"16.07853,108.21389"
 Phan Chu Trinh,Nam Dương,hải châu,13,84,Không,Nhà mặt tiền,Không có,,,3,"16.05703,108.21882"
 Nguyễn Phước Nguyên,An Khê,thanh khê,3.5,35,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,,3,"16.05452,108.18347"
 Tô Hiệu,Hòa Minh,liên chiểu,2.79,60,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.06424,108.16672"
 Phạm Nhữ Tăng,Hòa Khê,thanh khê,6.8,81,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.06307,108.18955"
 Đào Nguyên Phổ,Hòa Minh,liên chiểu,3.9,70,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,3,"16.07377,108.17264"
 Nguyễn Thị Minh Khai,Thạch Thang,hải châu,15,60,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.0744,108.21805"
 Lê Thạch,Hòa Minh,liên chiểu,5.2,90,Không,Nhà mặt tiền,Không có,5,18,2,"16.05504,108.17237"
 Hà Huy Tập,Hòa Khê,thanh khê,3.7,70,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,,2,"16.0704,108.19171"
 Phạm Văn Nghị,Vĩnh Trung,thanh khê,4.29,60,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4,,3,"16.05824,108.20964"
 Nguyễn Phước Nguyên,An Khê,thanh khê,4.95,107,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.05452,108.18347"
 Mai Lão Bạng,Thuận Phước,hải châu,3.75,50,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5,,4,"16.08414,108.21865"
 Lê Đình Lý,Hòa Thuận Đông,hải châu,3.85,40,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,,3,"16.0516,108.20992"
 Điện Biên Phủ,Chính Gián,thanh khê,12.5,68,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15,3,"16.06715,108.196"
 Mộc Bài 9,Hòa Minh,liên chiểu,3.3,90,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,2,"16.063,108.16269"
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,17,125,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,4,"16.03954,108.21035"
 Nguyễn Phước Lan,Hòa Xuân,cẩm lệ,9.3,126,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,21,3,"16.01921,108.22935"
 An Thượng 2,Khuê Mỹ,ngũ hành sơn,13.5,11,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.5,17,2,"16.04972,108.24702"
 Đa Mặn,Khuê Mỹ,ngũ hành sơn,7.2,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,9,3,"16.03033,108.24469"
 Nguyễn Văn Thoại,Phước Mỹ,sơn trà,9.3,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,7,"16.05747,108.24433"
 Đỗ Bá,Mỹ An,ngũ hành sơn,29,10,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,20,2,"16.05193,108.24696"
 Đỗ Bá,Mỹ An,ngũ hành sơn,10,71,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,4,"16.05193,108.24696"
 Phan Tứ,Mỹ An,ngũ hành sơn,3.6,68,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,14,1,"16.04607,108.24456"
 Nguyễn Công Trứ,An Hải Đông,sơn trà,3.6,67,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.8,17.5,2,"16.06847,108.23054"
 Thanh Lương 8,Hòa Xuân,cẩm lệ,4.7,100,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.00671,108.21899"
 Văn Tiến Dũng,Hòa Xuân,cẩm lệ,5.79,100,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"15.98825,108.21377"
 Mẹ Thứ,Hòa Xuân,cẩm lệ,4.5,100,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.00062,108.21767"
 Dương Quảng Hàm,Khuê Trung,cẩm lệ,5.5,75,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16.6,3,"16.03387,108.21396"
 Hà Bồng,Hòa Xuân,cẩm lệ,5.5,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.0211,108.20662"
 Lý Thái Tổ,Thạc Gián,thanh khê,25,125,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,5,"16.06628,108.20862"
 Hoàng Thị Ái,Hòa Xuân,cẩm lệ,4.3,115,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,23,2,"15.99703,108.2133"
 Thanh Lương 21,Hòa Xuân,cẩm lệ,5.39,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.02157,108.20994"
 Tôn Thất Dương Kỵ,Hòa Xuân,cẩm lệ,5,100,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.0225,108.20878"
